Unnamed: 0,date,top_5_titles
252,2020-07-19,"""We have a health disparities problem in America"": Meet a woman on a mission to improve healthcare for black women - Johnson & Johnson|The top 10 highest paid biopharma R&D executives in 2019 - Fierce Biotech|6 Robotic Surgery Stocks for Retail Investors - Nanalyze"
253,2020-07-20,
254,2020-07-21,"Some Vaccine Makers Say They Plan to Profit From Coronavirus Vaccine (Published 2020) - The New York Times | Sell Overpriced Novavax Stock While You Still Can - Markets Insider | Trump Administration Has 'Major' Vaccine Investment in Pfizer, Four Others - Newsweek"
255,2020-07-22,
256,2020-07-23,
257,2020-07-24,
258,2020-07-25,
259,2020-07-26,
260,2020-07-27,
261,2020-07-28,
262,2020-07-29,"J&J begins clinical trial of single-dose coronavirus vaccine - Fox Business | Single-shot Ad26 vaccine protects against SARS-CoV-2 in rhesus macaques - Nature.com | Experimental Johnson & Johnson vaccine protects monkeys in a single dose, study finds - CNBC"
263,2020-07-30,
264,2020-07-31,
265,2020-08-01,
266,2020-08-02,"Genscript chief, the majority shareholder of Legend, becomes China biotech’s new CEO - Fierce Biotech | J&J’s Ethicon wins FDA breakthrough nod for microwave ablation tech - Mass Device | 40 Under 40 2020 | Kim Montagnino, Johnson & Johnson, 33 - PR Week | Coronavirus: FDA approves Johnson & Johnson nasal spray for treatment of acutely suicidal patients - WSOC Charlotte | European lift for Cosentyx - The Pharma Letter"
267,2020-08-03,
268,2020-08-04,"U.S. to pay $1 billion for 100 million doses of Johnson & Johnson's COVID-19 vaccine candidate - Reuters | Johnson & Johnson Announces Agreement with U.S. Government for 100 Million Doses of Investigational COVID-19 Vaccine - Canada NewsWire | Here’s How Much COVID-19 Vaccines Will Cost From The 5 Frontrunners - Observer | Hanmi Pharma off-loads efinopegdutide, as possible NASH treatment, in $870 million deal - The Pharma Letter"
269,2020-08-05,J&J’s Ethicon touts surgical stapler study - Medical Design & Outsourcing|Johnson & Johnson develops first antidepressant nasal spray for actively suicidal people; here is how it works - The Times of India
270,2020-08-06,"Johnson & Johnson, looking to safeguard Darzalex share, eyes subcutaneous label boost - FiercePharma|Call for Global Ban on Johnson & Johnson’s Talcum Powder - Mesothelioma.com"
271,2020-08-07,
272,2020-08-08,
273,2020-08-09,
274,2020-08-10,
275,2020-08-11,4 innovative ways Johnson & Johnson has helped protect the public's health during outbreaks since the late 1800s - Johnson & Johnson|J&J appoints Jyotsna Ghosal as Executive Director- Government Affairs & Public Policy - Exchange4Media
276,2020-08-12,Biosense Webster receives CE mark approval for QDot Micro ablation catheter - Cardiac Rhythm News|J&J ties up with Biological E for manufacturing Covid vaccine in India - Deccan Chronicle
277,2020-08-13,"The U.S. has already invested billions in potential coronavirus vaccines. Here's where the deals stand - CNBC|J&J ties up with Hyderabad company, plans affordable vaccine - The Times of India|UK government secures new COVID-19 vaccines and backs global clinical trial - GOV.UK"
278,2020-08-14,
279,2020-08-15,
280,2020-08-16,Why Johnson & Johnson is investing in this niche telehealth startup - Fierce healthcare
281,2020-08-17,"Johnson & Johnson hunts for agency partner for beauty, skin-care brands - PR Week"
282,2020-08-18,"Johnson & Johnson to Acquire Momenta Pharmaceuticals, Inc., Expanding Janssen's Leadership in Novel Treatments for Autoimmune Diseases - PR Newswire|Johnson & Johnson to buy biotech Momenta in $6.5bn deal - Financial Times|J&J Snaps Up Momenta Pharmaceuticals in $6.5 Billion All-Cash Deal - BioSpace|Momenta Pharmaceuticals' stock rockets after $6.5 billion buyout deal with Johnson & Johnson - MarketWatch"
283,2020-08-19,
284,2020-08-20,"Johnson & Johnson's Darzalex, Amgen's Kyprolis join forces with new myeloma combo approval - FiercePharma | Band-Aid celebrates 100-year milestone in Shanghai - China Daily | China’s Coronavirus Vaccine More Expensive Than Western Vaccines - CodeBlue"
285,2020-08-21,
286,2020-08-22,
287,2020-08-23,More women should look and feel good after surgery - Henley Standard
288,2020-08-24,
289,2020-08-25,Pfizer Got Kicked Off the Dow Jones Industrial Average Just as Things Were Looking Up - Barron's
290,2020-08-26,FDA pulls J&J's Invokana boxed warning after reviewing amputation risks—but the sales damage is done - FiercePharma|BARDA and JLABS Pick 7 Startups to Battle COVID-19 and Future Pandemics - BioSpace
291,2020-08-27,"ILC: Searching for a functional cure while battling rivals, Vir and Alnylam post hep B data peek - Fierce Biotech"
292,2020-08-28,
293,2020-08-29,
294,2020-08-30,Benadryl Makers Beg Parents to Beware TikTok Challenge After Oklahoma Teen Reportedly Dies of Overdose - TooFab
295,2020-08-31,"Hall of Femme 2020: Diane Gomez-Thinnes, Johnson & Johnson - MM+M Online"
296,2020-09-01,Leading the race for a vaccine - Irvine Standard|1507p17 J&J implored to verify powder safety - Vietnam Investment Review
297,2020-09-02,"J&J, free from rival bidders, made Momenta wait on $6.5B deal - Fierce Biotech"
298,2020-09-03,
299,2020-09-04,
300,2020-09-05,
301,2020-09-06,Pollution costs lives and is bad for business. Here are 5 ways companies can clean up the air - World Economic Forum | EU approves Imbruvica plus rituximab in first-line CLL - The Pharma Letter
302,2020-09-07,
303,2020-09-08,The Top 7 Healthcare Stocks You Should Be Watching - InvestorPlace
304,2020-09-09,4 high-tech tools Johnson & Johnson is using to get products to you during the pandemic - Johnson & Johnson|Grail Stock IPO: What to Know About the Cancer-Test Company That Filed to Go Public - Barron's
305,2020-09-10,
306,2020-09-11,
307,2020-09-12,
308,2020-09-13,Hair cell α9α10 nicotinic acetylcholine receptor functional expression regulated by ligand binding and deafness gene products - pnas.org
309,2020-09-14,"Cancer scientist Lewis Cantley, Ph.D., wins the 2020 Dr. Paul Janssen Award for biomedical research - Johnson & Johnson"
310,2020-09-15,"‘Accelerating action’: Johnson & Johnson outlines 2030 goals on plastic packaging, ingredients transparency and preventive health - CosmeticsDesign-Europe.com"
311,2020-09-16,Johnson’s launches campaign for Cottontouch with a virtual baby shower - ETBrandEquity
312,2020-09-17,New evidence reaffirms the role of mouthwash in gum health - Dentistry.co.uk|Johnson & Johnson charged by New York with civil insurance fraud over opioid claims - The Fiji Times
313,2020-09-18,
314,2020-09-19,"Janssen Presents Findings from Global, Multi-Centre Trial Examining Amivantamab in Combination with Lazertinib in Patients with EGFR-Mutated Non-Small Cell Lung Cancer - Business Wire"
315,2020-09-20,Johnson & Johnson urges patients not to delay healthcare due to COVID-19 - MM+M Online
316,2020-09-21,J&J wants everyone to know that taking care of their health can't wait—even during a pandemic - FiercePharma|Johnson & Johnsons to invest in Black-owned hair care line Sunday II Sunday - GlobalCosmeticsNews
317,2020-09-22,"JOHNSON & JOHNSON EXPECTS 7-9% GROWTH OF PHARMA MARKET IN UKRAINE - Ukraine open for business|Major study to start for COVID-19 vaccine developed by Johnson & Johnson, Beth Israel - The Boston Globe|Johnson & Johnson's COVID-19 vaccine goes into final human trials - NewsBytes|The 5 stages of COVID-19 vaccine development: What you need to know about how a clinical trial works - Johnson & Johnson"
318,2020-09-23,J&J's next-gen Darzalex sparks drug delivery royalties battle - FiercePharma|Johnson & Johnson Consumer Health Commits $800 Million Throu - 3BL Media
319,2020-09-24,"Patent Database Exposes Pharma’s Pricey “Evergreen” Strategy - UC Law San Francisco|TikTok ""Benadryl Challenge"" prompts FDA warning on overdoses - CBS News|Company to pay $60 million for deceptive marketing with pelvic mesh - CBS News"
320,2020-09-25,Johnson & Johnson's single-dose COVID-19 vaccine induces strong immunity - NewsBytes
321,2020-09-26,
322,2020-09-27,"Ad26 vector-based COVID-19 vaccine encoding a prefusion-stabilized SARS-CoV-2 Spike immunogen induces potent humoral and cellular immune responses | npj Vaccines - Nature.com | Johnson & Johnson picks Golin to handle North America Skin Health PR - PR Week | J&J kicks off final study of single-shot COVID-19 vaccine in 60,000 volunteers - Turks and Caicos Sun"
323,2020-09-28,Interview: Johnson & Johnson to build Dr.Ci:Labo future on digitalisation and internationalisation - The Moodie Davitt Report
324,2020-09-29,"Early Data Shows Promise for Johnson & Johnson’s COVID-19 Vaccine - TechTarget|Xian Janssen Blazes Way to Digitization in China With Johnson & Johnson's Pioneer Public E-Hospital Strategic Partnership - Yicai Global|Eager for a Covid vaccine, Trump now trusts drug companies he previously vilified - STAT"
325,2020-09-30,"How Russia Shortened the Covid Vaccine Race to Declare Victory - Bloomberg|Johnson & Johnson Completes Acquisition of Momenta Pharmaceuticals, Inc. - PR Newswire"
326,2020-10-01,Johnson & Johnson completes $6.5B takeover of Momenta - Fox Business|6 Bizarre Halloween-Related Lawsuits - Mentalfloss
327,2020-10-02,Lessons for skin lightener industry - The Herald
328,2020-10-03,Kareena Kapoor Khan and Saif Ali Khan are new brand ambassadors of Johnson & Johnson - Bollywood Hungama
329,2020-10-04,"GSK's ViiV, armed with long-term Dovato data, eyes 'tipping point' for 2-drug HIV regimen - FiercePharma"
330,2020-10-05,Quiz: 10 Fun Facts About BAND-AID® Brand Adhesive Bandages - Johnson & Johnson|Johnson & Johnson Will Pay $100M in Baby Powder Lawsuits - Asbestos.com|Johnson & Johnson To Pay Over $100 Million Settlement Over Talc Baby Powder Claims - LatinTimes
331,2020-10-06,Kathryn Wengel: Executive VP and CGSCO Johnson & Johnson - Supply Chain Digital|Smart People: Dr Neil Davie - PharmaTimes
332,2020-10-07,Johnson & Johnson Announces European Commission Approval of Agreement to Supply 200 Million Doses of Janssen's COVID-19 Vaccine Candidate - PR Newswire
333,2020-10-08,"Dynamic science duo: 4 things to know about the inspiring women who just won the 2020 Nobel Prize in Chemistry - Johnson & Johnson|EU seals Covid-19 vaccine deal with Johnson & Johnson, securing 1,1 billion doses for its 450 million population - MercoPress"
334,2020-10-09,
335,2020-10-10,
336,2020-10-11,Johnson & Johnson Covid-19 vaccine study paused due to unexplained illness in participant - STAT
337,2020-10-12,"Johnson & Johnson pauses Covid vaccine trial as participant becomes ill - ETHealthWorld|Coronavirus updates: Johnson & Johnson pauses vaccine trial - ABC News|Johnson & Johnson's immunology, cancer blockbusters deliver Q3 growth—and fuel hopes for 2021 - FiercePharma|Johnson & Johnson pauses Covid-19 vaccine trial over patient illness|The New Times - New Times Publication"
338,2020-10-13,Wilkinsons launch JNJ Tree Service - Aurora News Register|Johnson & Johnson pauses Covid vaccine trial as participant becomes ill - Ahmedabad Mirror
339,2020-10-14,"2nd COVID-19 vaccine trial paused over unexplained illness - Loop News Cayman|J&J's immunology meds Stelara, Tremfya posted big revenue gains, but pricing is slipping: analyst - FiercePharma|BREAKING NEWS: One Dead, One Hospitalized in North Paso Robles Shooting - The Atascadero News|A Dental Robot That Helps With Dental Surgeries - Nanalyze|Chris Hourigan steps in as Company Group Chairman for Janssen APAC - BSA bureau"
340,2020-10-15,"4 ways Johnson & Johnson is cultivating outside-the-box innovations for COVID-19 - Johnson & Johnson|Covid Vaccine Trials Are Halted, US Cases Rise, and More - WIRED|10 of the Largest Pharmaceutical Companies by Revenue - TechTarget"
341,2020-10-16,Paso Robles PD Seek Information on Two Persons of Interest Connected to Fatal Shooting - The Atascadero News
342,2020-10-17,"The effects of inhibition of fatty acid amide hydrolase (FAAH) by JNJ-42165279 in social anxiety disorder: a double-blind, randomized, placebo-controlled proof-of-concept study - Nature.com"
343,2020-10-18,
344,2020-10-19,
345,2020-10-20,"How Johnson & Johnson is helping over 40,000 employees exercise their ability to vote in a pandemic - Johnson & Johnson|Why Johnson & Johnson is a world leader worth owning - Interactive Investor"
346,2020-10-21,
347,2020-10-22,"AstraZeneca, Oxford Coronavirus Vaccine Trial Can Continue in the US - Business Insider"
348,2020-10-23,"Johnson & Johnson, AstraZeneca coronavirus vaccine trials set to resume - The Washington Post"
349,2020-10-24,
350,2020-10-25,
351,2020-10-26,
352,2020-10-27,Healthcare Industry Is Addicted to Tobacco - As You Sow
353,2020-10-28,Watch The David Rubenstein Show: Johnson & Johnson CEO Alex Gorsky - Bloomberg|A COVID-19 Vaccine Test Will Resume in the Heart of West Hollywood - WEHOville
354,2020-10-29,9 Johnson & Johnson (2020) - Beauty Packaging
355,2020-10-30,
356,2020-10-31,42 new COVID-19 cases - Trinidad Guardian
357,2020-11-01,The future of STEM is female: Meet 5 university scientists working on breakthrough healthcare ideas - Johnson & Johnson
358,2020-11-02,"S African firm, Johnson & Johnson strike vaccine deal - BusinessLine"
359,2020-11-03,"Johnson & Johnson resumes clinical trials of the Covid-19 vaccine in Brazil - MercoPress|Johnson & Johnson fails to overturn $2.12 billion baby powder verdict, plans Supreme Court appeal - The Fiji Times"
360,2020-11-04,"Johnson & Johnson, three other companies close in on $26 billion deal on opioid litigation - The Washington Post"
361,2020-11-05,
362,2020-11-06,
363,2020-11-07,
364,2020-11-08,
365,2020-11-09,
366,2020-11-10,
367,2020-11-11,"Johnson & Johnson confident in 1B dose goal for COVID-19 vaccine next year, looking ahead to 2022 - FiercePharma|adidas appoints Sanchita Johri as Director Digital Activation - afaqs!"
368,2020-11-12,J&J Joins Century Club in the S&P 500 With Longstanding Auditors - Bloomberg
369,2020-11-13,Johnson & Johnson and U.S. Department of Health & Human Services Expand Agreement to Support Next Phase of COVID-19 Vaccine Candidate Research and Development - PR Newswire|St. Jude and the University of Tennessee Health Science Center begin recruiting adult participants for phase 3 COVID-19 vaccine clinical trial - St. Jude Children's Research Hospital
370,2020-11-14,
371,2020-11-15,"Heart doctors more likely to implant devices from manufacturers that pay them, new study finds - ICIJ.org"
372,2020-11-16,Johnson & Johnson to Address Racial and Social Injustice Through Platform that Aims to Eliminate Health Inequities for People of Color - PR Newswire|How to sign up for COVID-19 vaccine trials at UChicago Medicine - UChicago News|3 ETFs For Tesla's S&P 500 Addition - Benzinga
